KASTEPISTE,KESKITUULI,ILMAN_KOSTEUS,SADE,SADESUMMA,SATEEN_OLOMUOTO_PWDXX,TURVALLISUUSLÄMPÖ_1,ILMAN_LÄMPÖTILA_24H_MIN,ILMAN_LÄMPÖTILA_24H_MAX,LUMEN_SYVYYS,KELI_1,KELI_2,KELI_3,KELI_4,VEDEN_MÄÄRÄ1,VEDEN_MÄÄRÄ2,LUMEN_MÄÄRÄ1,LUMEN_MÄÄRÄ2,JÄÄN_MÄÄRÄ1,JÄÄN_MÄÄRÄ2,JÄÄTAAJUUS_1,JÄÄTAAJUUS_2,KUURAPISTE,KUURAPISTE_ERO_ILMA,KUURAPISTE_ERO_TIE,KITKA1,KITKA1_LUKU,KITKA2,KITKA2_LUKU,SADESUMMA_LIUKUVA_24H,KOSTEUDEN_MÄÄRÄ_1,VALLITSEVA_SÄÄ,SADE_desc,SATEEN_OLOMUOTO_PWDXX_desc,KELI_1_desc,KELI_2_desc
-17.2,1.0,47.0,0.0,0.0,7.0,0.0,-28.7,-5.3,0.0,6.0,6.0,,,,0.0,,0.0,,0.0,110.0,120.0,-15.4,7.5,6.5,,,0.82,0.82,0.0,2.14,0.0,Dry weather,Dry weather,Snow,Snow
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20.6,3.5,64.0,0.0,0.0,7.0,,-27.2,-10.3,0.0,,,,,,,,,,,,,-18.5,3.1,,,,,,0.0,,0.0,Dry weather,Dry weather,,
-20.9,0.1,43.0,0.0,0.0,7.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,Dry weather,Dry weather,,
-20.0,2.5,61.0,0.0,0.0,7.0,,-28.9,-8.4,0.0,,,,,,,,,,,,,-17.9,3.9,,,,,,0.0,,0.0,Dry weather,Dry weather,,
-18.1,0.6,58.0,0.0,0.0,7.0,0.0,-19.5,-8.1,0.0,1.0,1.0,,,0.0,,0.0,,0.0,,422.0,420.0,-16.2,4.7,8.9,0.82,0.82,,,0.0,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-18.0,1.7,60.0,0.0,0.0,7.0,0.0,-24.9,-7.9,0.0,1.0,1.0,,,0.0,,0.0,,0.0,,422.0,430.0,-16.1,4.4,9.1,0.82,0.82,,,0.0,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-16.2,0.3,49.0,0.0,0.0,7.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,Dry weather,Dry weather,,
-16.8,0.2,52.0,0.0,0.1,7.0,0.0,-23.2,-4.1,0.0,1.0,,,,0.0,,0.0,,0.0,,430.0,,-15.0,6.3,6.7,0.82,0.82,,,0.1,0.0,0.0,Dry weather,Dry weather,Dry,
-14.3,0.9,55.0,0.0,0.1,7.0,0.0,-20.6,-3.0,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,112.0,,-12.8,6.0,8.5,0.82,0.82,0.82,0.82,0.1,0.01,0.0,Dry weather,Dry weather,Moist,
-17.3,0.6,50.0,0.0,0.0,7.0,,-27.8,-3.0,0.0,,1.0,,,0.0,,0.0,,0.0,,,414.0,-15.5,6.8,,0.82,0.82,,,0.0,,0.0,Dry weather,Dry weather,,Dry
-17.3,0.8,42.0,0.0,0.0,7.0,0.0,-17.6,-2.9,0.0,1.0,1.0,,,,0.0,,0.0,,0.0,422.0,409.0,-15.4,9.1,10.8,,,0.82,0.82,0.0,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-17.5,,44.0,0.0,0.0,7.0,0.0,-23.8,-3.1,0.0,1.0,,,,,,,,,,411.0,,-15.7,8.5,10.9,,,,,0.0,0.0,0.0,Dry weather,Dry weather,Dry,
-15.7,1.5,44.0,0.0,0.0,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,2.0,,Dry weather,,The sensor has a fault,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-18.6,,40.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry weather,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-16.7,1.0,43.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry weather,,,
-12.8,1.8,,,,,,,,,1.0,,,,0.0,,,,0.0,,,,,,,0.81,0.81,,,,,,,,Dry,
-12.0,1.1,45.0,0.0,0.4,7.0,-0.7,,,0.0,1.0,1.0,,,,,,,,,415.0,410.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-12.1,1.1,45.0,0.0,0.4,7.0,0.0,,,0.0,1.0,1.0,,,,,,,,,393.0,413.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-10.7,1.7,49.0,0.0,0.1,7.0,0.0,,,0.0,1.0,1.0,,,,,,,,,113.0,405.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-10.8,1.7,49.0,0.0,0.1,7.0,0.0,,,0.0,1.0,1.0,,,,,,,,,393.0,408.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-12.4,2.9,43.0,0.0,0.0,7.0,-0.3,,,0.0,1.0,1.0,,,,,,,,,410.0,403.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-13.0,2.9,41.0,0.0,0.0,7.0,0.0,,,0.0,1.0,1.0,,,,,,,,,410.0,415.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-14.9,1.1,33.0,0.0,0.2,7.0,-0.2,,,0.0,1.0,1.0,,,,,,,,,418.0,413.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-14.4,1.0,35.0,0.0,0.2,7.0,-0.2,,,0.0,1.0,1.0,,,,,,,,,,403.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-11.9,0.9,45.0,0.0,0.0,7.0,-0.3,,,0.0,1.0,1.0,,,,,,,,,430.0,395.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-12.3,0.9,44.0,0.0,0.0,7.0,0.0,,,0.0,1.0,1.0,,,,,,,,,415.0,400.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-12.1,2.9,44.0,0.0,0.1,7.0,0.0,,,0.0,1.0,1.0,,,,,,,,,388.0,428.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-12.1,2.9,44.0,0.0,0.1,7.0,,,,0.0,1.0,,,,0.0,,0.0,,0.0,,,,,,,0.81,0.81,,,,0.0,0.0,Dry weather,Dry weather,Dry,
-9.0,1.1,59.0,0.0,0.0,7.0,,-6.4,0.1,0.0,0.0,0.0,,,,,,,,,115.0,,-8.0,6.0,,,,,,0.0,,0.0,Dry weather,Dry weather,The sensor has a fault,The sensor has a fault
-8.9,1.0,60.0,0.0,0.0,7.0,,-6.6,0.5,0.0,0.0,0.0,,,,,,,,,,,-7.9,5.7,,,,,,0.0,,0.0,Dry weather,Dry weather,The sensor has a fault,The sensor has a fault
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-16.8,0.5,48.0,0.0,0.1,7.0,0.0,-21.9,-3.7,0.0,1.0,1.0,,,0.0,,0.0,,0.0,,417.0,411.0,-15.0,7.3,9.3,0.82,0.82,,,0.2,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-17.3,1.7,42.0,0.0,0.0,7.0,,,,,7.0,2.0,,,,,,,,,412.0,120.0,,,,,,,,,0.42,0.0,Dry weather,Dry weather,Ice,Moist
-17.0,,43.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,435.0,107.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-18.0,0.6,33.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,410.0,410.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-18.9,,30.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,396.0,401.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-17.6,,33.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,405.0,410.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-16.9,1.7,34.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,412.0,415.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-12.9,,67.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,453.0,440.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-12.7,,63.0,0.0,0.0,7.0,,,,,8.0,1.0,,,,,,,,,,420.0,,,,,,,,,0.0,,Dry weather,Dry weather,Probably moist and salty,Dry
-16.8,0.9,42.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,440.0,417.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-18.4,,38.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,411.0,417.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-11.6,,62.0,0.0,0.0,7.0,,,,,1.0,7.0,,,,,,,,,420.0,108.0,,,,,,,,,0.0,,Dry weather,Dry weather,Dry,Ice
-11.7,,56.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,398.0,435.0,,,,,,,,,0.0,,Dry weather,Dry weather,Dry,Dry
-20.2,0.9,38.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,401.0,417.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-21.1,,36.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,415.0,415.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-18.0,,32.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,404.0,154.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-16.9,2.2,36.0,0.0,0.0,7.0,,,,,,1.0,,,,,,,,,,448.0,,,,,,,,,,0.0,Dry weather,Dry weather,,Dry
-16.9,,36.0,0.0,0.0,7.0,,,,,1.0,,,,,,,,,,115.0,,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,
-9.1,3.0,56.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,396.0,406.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-9.7,,53.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,401.0,396.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-13.6,,51.4,,,7.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,Dry weather,Moist,
-13.3,,52.16,,,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,Dry weather,Dry,
-8.5,,49.98,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Moist,
-15.9,,30.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,405.0,403.0,,,,,,,,,0.0,,Dry weather,Dry weather,Dry,Dry
-15.4,,31.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,410.0,398.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-17.2,,38.63,,,10.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,Rain,Dry,
-16.8,,39.38,,,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,Dry weather,Dry,
-16.8,,32.72,,,9.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,Drizzle,Dry,
-16.2,,33.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,422.0,115.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-16.3,,32.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,407.0,352.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-16.1,,34.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,414.0,383.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-12.3,,42.0,0.0,0.0,7.0,,,,,2.0,2.0,,,,,,,,,115.0,107.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Moist,Moist
-12.8,2.8,41.0,0.0,0.0,7.0,,,,,2.0,1.0,,,,,,,,,109.0,359.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Moist,Dry
-11.5,,46.0,0.0,0.0,7.0,,,,,2.0,2.0,,,,,,,,,107.0,109.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Moist,Moist
-12.7,2.0,46.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,396.0,417.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-12.4,,48.0,0.0,0.0,7.0,,,,,1.0,,,,,,,,,,396.0,,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,
-12.4,,47.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,404.0,401.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-19.1,,47.0,0.0,0.0,7.0,,,,,1.0,,,,,,,,,,415.0,,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,
-18.6,0.7,38.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,417.0,412.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-17.8,0.7,36.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,415.0,412.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-16.7,,42.0,0.0,0.0,7.0,,,,,1.0,1.0,,,,,,,,,400.0,415.0,,,,,,,,,0.0,0.0,Dry weather,Dry weather,Dry,Dry
-7.9,,62.44,,,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,Dry weather,Dry,
,,,,,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,Dry weather,Dry,
,,,,,7.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,Dry weather,Moist,
-9.1,,58.16,,,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,Dry weather,Dry,
,,,,,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,Dry weather,Dry,
-8.1,,60.61,,,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,Dry weather,Dry,
-7.6,,61.53,,,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,Dry weather,Dry,
,,,,0.0,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,Dry weather,Dry,
-8.7,,61.14,,,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,Dry weather,Dry,
,,,,,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,Dry weather,Dry,
-7.5,,65.44,,,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,Dry weather,Dry,
-15.2,,51.4,,0.3,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry weather,,
0.0,,49.98,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-14.8,,52.16,,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry weather,,
-19.7,,39.02,,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry weather,,
-19.9,,32.72,,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rain,,
-20.4,,38.63,,0.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drizzle,,
